X1,X2,X3,X4,X5,X6,X7
66.2,57.2,72.74,4,NA,10,13
NA,NA,NA,5,NA,7,8
80.06,64.94,59.99,9,NA,10,21
NA,NA,NA,5,NA,10,18
64.04,37.94,38.01,12,NA,10,14
51.98,37.94,58.62,14,NA,10,11
62.96,60.08,90.31,0,NA,10,9
68,60.08,75.78,8,NA,10,16
77,71.06,81.92,0,NA,10,10
NA,NA,NA,11,NA,10,22
NA,NA,NA,9,NA,10,7
NA,NA,NA,NA,NA,NA,NA
69.98,39.02,32.29,7,NA,10,17
77,19.04,11.26,10,NA,10,11
69.1,66.9,92.71,0,NA,6,9
NA,NA,NA,4,NA,10,19
69.98,46.04,42.29,10,NA,10,18
68,64.04,87.16,3,NA,10,12
57.9,55.9,93.04,0,NA,10,11
78.08,62.06,57.87,6,NA,9,5
59,53.96,83.34,7,NA,8,11
62.96,26.96,25.38,4,NA,10,13
69.08,48.92,48.6,3,NA,10,14
42.1,37.9,84.93,0,NA,10,10
71.96,48.02,42.6,10,NA,10,20
75.02,69.98,84.34,9,NA,8,14
53.6,33.8,46.88,8,NA,10,22
82.04,71.06,69.43,4,NA,10,14
NA,NA,NA,6,NA,10,20
21.92,15.98,77.54,13,19,10,14
60.08,53.06,77.59,7,NA,10,10
NA,NA,NA,NA,NA,NA,NA
28.04,24.08,84.87,3,NA,10,13
33.98,32,92.36,4,NA,10,18
77,69.98,78.96,5,NA,10,10
68,50,52.51,8,NA,10,8
60.08,55.04,83.41,6,NA,9,7
33.1,9,35.96,15,NA,10,17
73.04,60.98,65.9,13,NA,10,20
NA,NA,NA,5,NA,10,8
69.08,69.08,100,7,NA,2,20
NA,NA,NA,NA,NA,NA,NA
64.94,51.98,62.83,0,NA,10,16
26.06,19.94,77.32,0,NA,10,7
33.98,15.08,45.43,14,21,10,19
80.96,53.96,39.36,8,NA,10,17
55.04,21.02,26.28,11,15,10,20
86,57.02,37.38,8,NA,10,18
55.94,51.08,83.69,4,NA,10,6
NA,NA,NA,4,NA,10,11
NA,NA,NA,4,NA,10,9
37.04,28.94,72.24,10,NA,10,7
75.92,55.04,48.34,0,NA,10,14
73.4,69.8,88.51,6,NA,10,15
NA,NA,NA,6,NA,10,8
NA,NA,NA,6,NA,10,10
48.02,37.04,65.56,6,NA,10,6
82.04,66.02,58.4,3,NA,10,17
23,3.92,43.21,5,NA,10,19
NA,NA,NA,16,NA,10,18
46.04,39.02,76.35,17,26,10,17
24.98,19.94,80.87,6,NA,10,10
NA,NA,NA,9,NA,10,9
51.08,44.06,76.8,0,NA,10,8
NA,NA,NA,2,NA,10,7
NA,NA,NA,NA,NA,10,6
84.02,71.06,65.13,4,NA,10,14
66.02,62.06,87.05,4,NA,8,7
44.06,30.92,59.64,7,NA,10,8
86,73.94,67.36,6,NA,10,15
60.98,57.02,86.79,10,NA,10,18
NA,NA,NA,15,NA,10,20
64.04,59,83.66,0,NA,8,10
62.96,53.06,70.07,13,NA,10,11
91.94,26.06,9.36,7,NA,10,18
78.08,66.92,68.59,6,NA,10,13
57.02,24.98,28.89,18,30,10,20
NA,NA,NA,13,NA,10,20
64.04,46.04,51.93,10,NA,10,8
NA,NA,NA,7,NA,10,17
68,62.96,83.91,0,NA,10,14
37.04,23,56.48,7,NA,10,8
NA,NA,NA,8,NA,2.5,12
6.98,3.02,83.42,4,NA,10,13
62.06,55.04,77.75,3,NA,10,6
78.98,73.94,84.58,0,NA,10,11
NA,NA,NA,8,NA,10,15
57.02,53.06,86.58,3,NA,9,7
NA,NA,NA,14,NA,10,9
71.1,39.9,32.16,0,NA,10,16
66.92,62.06,84.38,6,NA,9,17
46.4,33.8,61.28,3,NA,10,10
NA,NA,NA,NA,NA,NA,NA
93.02,73.04,52.39,0,NA,10,19
48.92,12.92,23.2,6,NA,10,6
48.02,30.02,49.5,5,NA,10,12
71.96,62.06,71.01,6,NA,10,14
12.02,-0.04,57.72,9,NA,10,9
57.02,26.96,31.36,0,NA,10,16
NA,NA,NA,4,NA,10,21
60.8,57.2,87.92,3,NA,0.5,10
NA,NA,NA,4,NA,10,7
57.92,28.94,32.93,12,NA,10,22
30.92,15.08,51.38,14,28,10,10
NA,NA,NA,6,NA,10,12
57.02,28.04,32.78,12,NA,10,20
66.92,62.96,87.1,0,NA,10,9
NA,NA,NA,0,NA,10,13
75.92,69.98,81.85,9,NA,10,14
33.08,28.04,81.5,3,NA,10,8
77,60.98,57.73,4,NA,10,19
55.94,39.02,52.91,5,NA,10,15
NA,NA,NA,18,NA,10,17
NA,NA,NA,NA,NA,NA,NA
51.08,44.06,76.8,3,NA,10,12
61,52,72.22,7,NA,9,18
53.6,46.4,76.5,3.04,NA,7,12
69.08,64.94,86.66,8,NA,10,9
39.02,10.04,29.8,0,NA,10,10
53.06,17.96,24.79,0,NA,10,19
46.94,35.96,65.43,6,NA,10,16
73.04,33.98,23.85,6,NA,10,20
NA,NA,NA,5,NA,10,20
46.04,39.92,79.07,0,NA,10,18
66.02,53.06,62.96,5,NA,10,13
80.96,41,24.17,6,NA,10,20
26.96,12.92,54.95,9,NA,10,14
71.96,57.92,61.28,8,NA,10,16
NA,NA,NA,15,NA,10,5
44.06,37.94,78.91,4,NA,10,6
NA,NA,NA,10,NA,10,19
NA,NA,NA,5,NA,10,10
62.96,59,86.9,4,NA,6,12
68,57.02,67.91,12,NA,10,20
NA,NA,NA,0,NA,10,16
86,30.02,13.29,5,NA,10,7
NA,NA,NA,10,NA,10,7
NA,NA,NA,7,NA,10,23
69.98,66.02,87.26,9,NA,8,8
68,64.04,87.16,8,NA,7,13
50,37.94,63.08,0,NA,10,13
NA,NA,NA,9,NA,10,20
71.96,69.08,90.66,4,NA,10,7
NA,NA,NA,3,NA,3,15
51.08,26.06,37.54,10,19,10,14
64.94,51.98,62.83,0,NA,10,16
71.6,69.8,94.06,0,NA,10,11
51.98,30.92,44.31,14,NA,10,19
73.04,64.04,73.41,5,NA,10,18
NA,NA,NA,8,NA,10,11
NA,NA,NA,14,NA,10,19
NA,NA,NA,7,NA,10,7
NA,NA,NA,0,NA,10,7
51.08,37.94,60.6,4,NA,10,14
87.98,75.02,65.58,14,NA,10,20
60.08,51.98,74.56,6,NA,10,19
NA,NA,NA,15,NA,10,16
NA,NA,NA,10,NA,10,22
59,44.96,59.58,6,NA,10,16
NA,NA,NA,0,NA,9,11
30.02,14,50.84,0,NA,10,15
71.96,69.98,93.49,11,NA,6,10
14,6.08,70.19,4,NA,10,17
71.96,62.96,73.3,5,NA,10,7
55.4,46.4,71.64,5,NA,9,19
50,46,86.06,0,NA,10,6
80.06,55.94,43.56,5,NA,10,16
71.6,48.2,43.42,4,NA,10,11
60.08,48.02,64.35,0,NA,10,19
48.02,41,76.53,6,NA,10,10
57.92,35.06,42.14,3,NA,10,21
NA,NA,NA,2,NA,2,13
39.92,39.92,100,0,NA,0.25,7
NA,NA,NA,9,NA,10,14
NA,NA,NA,12,NA,3.5,16
NA,NA,NA,9,NA,10,22
59,53.06,80.64,13,NA,10,20
84.02,73.94,71.78,4,NA,4,12
35.96,17.06,45.76,15,21,10,12
NA,NA,NA,0,NA,10,16
21.02,8.96,59.08,3,NA,10,12
77,46.94,34.55,4,NA,10,18
53.96,48.92,83,18,26,10,13
77,51.98,41.69,6,NA,10,14
NA,NA,NA,5,NA,10,16
NA,NA,NA,8,NA,10,9
71.06,66.92,86.77,11,NA,10,18
NA,NA,NA,15,16,10,19
93.02,73.04,52.39,7,NA,10,15
66.2,62.6,88.18,0,NA,7,19
55.94,35.96,46.91,5,NA,10,14
28.94,24.08,81.8,4,NA,10,7
80.06,39.02,23.05,8,NA,10,14
NA,NA,NA,2,NA,10,10
84.2,73.4,70.08,22,NA,1.5,23
71.06,62.96,75.57,0,NA,10,6
73.94,71.06,90.73,10,NA,10,20
15.08,8.96,76.27,4,NA,5,18
NA,NA,NA,NA,NA,NA,NA
87.98,53.96,31.41,11,17,10,19
68,51.08,54.66,19,24,10,17
75.02,69.98,84.34,4,NA,10,6
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,6,NA,7,21
84.02,66.02,54.77,6,NA,10,20
NA,NA,NA,15,NA,10,19
32,19.94,60.66,24,33,10,13
35.96,33.98,92.43,5,NA,4,16
51.98,48.02,86.3,14,NA,10,8
NA,NA,NA,0,NA,10,16
39.02,33.08,79.05,0,NA,10,6
33.98,32,92.36,7,NA,6,7
37.04,21.02,51.95,8,NA,10,7
46.94,44.96,92.78,5,NA,10,12
51.98,48.02,86.3,0,NA,10,15
39.92,37.94,92.56,0,NA,6,9
42.08,42.08,100,3,NA,10,10
NA,NA,NA,5,NA,10,18
50,30.92,47.68,6,NA,10,9
89.06,59,36.42,7,NA,10,20
42.08,30.02,62.04,9,NA,10,14
NA,NA,NA,11,NA,10,18
62.06,30.02,29.69,10,17,10,19
75.92,26.96,16.29,9,NA,10,19
62.06,59,89.7,5,NA,3,23
NA,NA,NA,4,NA,10,8
68,35.96,30.64,4,NA,10,14
NA,NA,NA,9,NA,10,6
61,46.9,59.71,7,NA,10,7
NA,NA,NA,NA,NA,10,8
59,51.08,74.96,0,NA,6,16
NA,NA,NA,12,17,10,19
57.02,51.08,80.49,4,NA,7,9
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,5,NA,8,11
41,35.96,82.09,12,20,8,22
41,28.94,61.89,14,NA,10,14
69.98,55.04,59.06,9,NA,10,8
NA,NA,NA,0,NA,10,12
NA,NA,NA,7,NA,10,15
75.92,73.94,93.59,0,NA,10,12
60.08,55.04,83.41,4,NA,10,7
69.98,69.08,96.97,6,NA,5,11
80.06,69.98,71.39,7,NA,10,21
44.06,15.98,31.87,12,NA,10,19
82.04,66.92,60.25,6,NA,10,7
37.94,28.94,69.73,0,NA,10,7
NA,NA,NA,9,NA,10,11
26.96,23,84.8,12,NA,10,14
53.06,46.94,79.64,0,NA,10,18
95,60.98,32.47,8,NA,10,19
53.06,51.08,92.96,10,NA,10,14
NA,NA,NA,10,NA,10,20
39,34,82.08,14,NA,10,18
41,30.02,64.68,6,NA,10,13
48.92,44.96,86.13,4,NA,7,13
57.02,39.92,52.7,6,NA,10,21
73.04,69.08,87.41,6,NA,10,12
53.06,48.92,85.78,8,NA,10,9
NA,NA,NA,11,NA,10,14
62.96,60.08,90.31,7,NA,10,8
59,55.94,89.57,5,NA,10,8
NA,NA,NA,0,NA,10,7
42.08,33.98,72.78,3,NA,10,10
NA,NA,NA,9,NA,10,21
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,NA,10,20
37.04,19.04,47.75,5,NA,10,19
NA,NA,NA,8,NA,4,20
41,33.8,75.33,17,24,10,18
73.04,66.92,81.14,7,NA,10,12
53.96,53.06,96.76,0,NA,1.25,12
66.92,64.04,90.46,7,NA,6,10
NA,NA,NA,6,NA,10,17
64.94,30.92,27.84,4,NA,10,18
73.94,73.04,97.02,0,NA,10,8
NA,NA,NA,10,16,10,15
NA,NA,NA,6,NA,10,6
60.08,57.02,89.61,0,NA,9,10
69.98,53.96,56.78,11,NA,10,17
30.2,30.2,100,0,NA,8,6
NA,NA,NA,0,NA,10,14
48.92,19.94,31.45,6,NA,10,17
62.96,48.02,58.12,4,NA,10,17
48.92,46.04,89.73,3,NA,10,9
NA,NA,NA,8,NA,10,10
42.98,35.96,76.06,4,NA,10,6
51.98,48.02,86.3,5,NA,9,24
48.92,32,51.85,4,NA,10,18
44.06,44.06,100,7,NA,0.5,21
NA,NA,NA,5,NA,10,10
NA,NA,NA,8,NA,10,22
NA,NA,NA,NA,NA,NA,NA
55.94,46.94,71.7,4,NA,10,8
NA,NA,NA,3,NA,10,7
78.08,66.92,68.59,0,NA,10,12
51.98,50,92.93,5,NA,7,10
30.92,24.08,75.46,13,20,10,18
82.94,69.98,65,7,NA,10,20
60.08,53.06,77.59,3,NA,10,6
71.96,68,87.35,0,NA,6,10
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,10,21
75.02,53.06,46.34,4,NA,10,6
NA,NA,NA,11,NA,10,6
NA,NA,NA,4,NA,1,6
NA,NA,NA,16,NA,10,20
62.96,57.92,83.6,0,NA,10,12
84,70,62.86,0,NA,10,7
51.08,46.04,82.81,3,NA,10,10
69.08,59,70.26,5,NA,7,14
NA,NA,NA,0,NA,10,17
NA,NA,NA,8,NA,2,16
51.08,46.94,85.67,6,NA,10,12
NA,NA,NA,4,NA,10,9
69.1,64,83.81,13,NA,7,18
NA,NA,NA,9,NA,10,11
NA,NA,NA,10,NA,10,18
51.98,48.92,89.26,20,25,10,19
64.04,44.96,49.85,7,NA,10,9
78.98,73.04,82.06,0,NA,8,12
64.94,55.04,70.28,8,NA,10,20
55.94,53.06,90.03,3,NA,10,7
66.02,55.04,67.69,7,NA,10,12
75.92,66.02,71.42,15,NA,10,7
82.94,48.02,29.62,10,NA,10,19
35.06,28.94,78.13,6,NA,NA,8
NA,NA,NA,10,NA,10,18
60.08,51.08,72.13,0,NA,10,14
73.04,30.02,20.33,4,NA,10,21
87.98,55.94,33.75,6,NA,10,20
NA,NA,NA,0,NA,5,14
64.94,59,81.07,6,NA,10,10
69.98,53.06,54.94,9,NA,10,21
75.92,66.92,73.68,8,NA,10,11
NA,NA,NA,2,NA,10,13
NA,NA,NA,NA,NA,NA,NA
51.08,46.04,82.81,5,NA,10,8
NA,NA,NA,4,NA,10,21
77,73.04,87.6,7,NA,8,21
48.02,37.94,67.92,3,NA,10,12
73.04,26.96,17.94,0,NA,10,13
NA,NA,NA,NA,NA,NA,NA
66.02,55.94,69.94,8,NA,10,21
69.98,62.96,78.41,0,NA,10,14
57.02,51.08,80.49,8,NA,10,14
35.06,26.96,72.03,9,NA,9,8
35.96,6.98,29.29,17,23,10,18
35.06,26.96,72.03,7,NA,10,15
57.92,39.92,51.02,7,NA,10,23
42.8,37.4,81.07,9,NA,10,13
51.98,42.98,71.28,0,NA,10,11
51.8,37.4,57.77,7,NA,10,10
50,30.92,47.68,11,NA,10,17
59,35.6,41.42,3,NA,10,14
75,53.1,46.44,6,NA,10,17
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,16,NA,10,18
30.92,17.06,55.99,7,NA,9,22
42.98,39.02,85.79,7,NA,10,14
77,75.2,94.19,2,NA,7,11
53.06,46.94,79.64,0,NA,10,12
75.02,51.98,44.53,5,NA,10,15
48.02,33.08,56.01,17,26,10,18
7,1,75.88,18,24,1.25,15
64.94,60.08,84.26,3,NA,10,6
75.02,59,57.47,7,NA,5,20
60.98,46.94,59.84,8,NA,10,14
68,64.04,87.16,4,NA,10,10
51.98,32,46.28,5,NA,10,16
42.98,19.04,37.9,9,NA,10,20
46.94,44.06,89.65,10,NA,2.5,16
39.92,33.08,76.32,0,NA,10,14
14,3.02,61,5,NA,10,7
39.92,28.94,64.54,6,NA,10,7
44.96,23,41.56,19,NA,10,16
NA,NA,NA,0,NA,10,12
44.96,35.06,68.05,4,NA,10,8
89.06,75.02,63.38,0,NA,10,17
44.96,32,60.2,3,NA,10,11
NA,NA,NA,NA,NA,NA,NA
69.8,66.2,88.34,0,NA,4,13
62.96,39.02,41.18,14,19,10,14
39.92,33.08,76.32,0,NA,10,6
32,24.98,75,7,NA,10,8
68,48.02,48.77,15,22,10,6
48.92,33.08,54.15,7,NA,10,14
60.8,55.4,82.37,3,NA,3,16
37.4,23,55.68,7,NA,10,19
28.94,15.98,57.92,8,NA,10,10
75.02,60.98,61.66,9,NA,8,19
64.94,53.96,67.57,8,NA,10,14
NA,NA,NA,23,30,10,16
55,28,35.21,6,NA,10,17
57.02,50,77.32,9,NA,10,15
73.94,35.06,24.16,10,NA,10,8
NA,NA,NA,0,NA,10,8
68,62.06,81.29,3,NA,10,11
73.94,59,59.58,10,14,10,19
77,75.92,96.47,0,NA,10,7
59,33.8,38.56,7,NA,7,21
53.96,53.06,96.76,3,NA,1,14
NA,NA,NA,4,NA,10,10
15.98,8.06,70.43,6,NA,10,14
75.02,73.04,93.57,18,25,7,11
37.94,17.06,42.32,0,NA,10,11
68,64.9,89.81,3,NA,7,7
73.04,69.08,87.41,9,NA,6,15
41,41,100,4,NA,2,6
82.94,35.96,18.61,0,NA,10,16
30.92,14,49.01,0,NA,10,18
57.9,48,69.52,7,NA,10,6
78.08,73.94,87.12,9,NA,7,14
NA,NA,NA,15,NA,10,8
91.04,62.96,39.38,7,NA,10,19
64.4,60.8,88.09,13,NA,6,14
62.96,59,86.9,4,NA,6,20
NA,NA,NA,11,NA,10,21
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
46.04,42.08,85.97,0,NA,10,7
NA,NA,NA,6,NA,10,1
51.08,37.04,58.49,8,NA,10,6
64.94,26.06,22.81,6,NA,10,17
28.94,17.06,60.69,4,NA,10,9
77,57.02,50.11,16,27,10,17
NA,NA,NA,3,NA,10,17
87.98,59,37.69,8,NA,10,13
50,48.02,92.87,3,NA,3,8
84.92,57.02,38.7,5,NA,10,18
NA,NA,NA,9,NA,8,13
48.92,35.06,58.61,0,NA,10,16
NA,NA,NA,NA,NA,NA,NA
96.98,60.98,30.56,0,NA,10,7
NA,NA,NA,3,NA,10,7
44.96,32,60.2,13,NA,10,17
53.96,44.06,69.08,7,NA,10,14
89.06,75.02,63.38,6,NA,10,19
73.94,66.92,78.72,4,NA,10,8
86,50,28.9,0,NA,4,21
37.94,26.96,64.29,10,16,10,17
35.06,21.02,56.18,18,31,10,20
73,60.1,63.96,5,NA,10,11
64.04,55.04,72.53,11,NA,10,19
75.02,71.06,87.5,19,27,9,8
42.08,35.96,78.74,7,NA,9,9
55.04,48.92,79.8,7,NA,10,13
26.06,15.98,65.21,7,NA,10,8
NA,NA,NA,4,NA,10,14
42.08,30.92,64.35,3,NA,10,7
82.94,71.96,69.53,17,22,10,14
84.92,57.92,39.97,9,NA,10,22
73.4,51.8,46.71,5,NA,10,15
64,52,64.97,13,NA,10,20
NA,NA,NA,11,NA,9,16
NA,NA,NA,NA,NA,NA,NA
80.06,75.92,87.22,5,NA,10,10
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,5,NA,10,14
NA,NA,NA,4,NA,10,15
NA,NA,NA,NA,NA,NA,NA
82.04,69.98,66.93,19,26,10,8
87.98,73.04,61.36,7,NA,10,18
78.98,57.02,46.93,4,NA,10,8
77,68,73.78,0,NA,10,19
62.06,57.92,86.29,5,NA,10,9
73.04,42.98,33.92,17,27,10,17
NA,NA,NA,NA,NA,NA,NA
91.94,64.94,41.04,4,NA,10,9
NA,NA,NA,11,NA,10,18
73.94,59,59.58,9,NA,10,21
59,51.98,77.49,3,NA,8,8
75.2,68.9,80.8,5,NA,10,8
71.06,64.04,78.49,3,NA,9,13
73.04,66.02,78.65,5,NA,10,10
84.02,55.94,38.31,5,NA,10,16
NA,NA,NA,9,NA,10,20
NA,NA,NA,NA,NA,NA,NA
77,55.94,48.19,8,14,NA,16
62.96,48.92,60.11,6,NA,10,17
NA,NA,NA,8,NA,10,18
NA,NA,NA,NA,NA,NA,NA
48.02,42.08,79.79,0,NA,10,11
80.06,62.96,55.97,4,NA,10,19
NA,NA,NA,2,NA,6,9
NA,NA,NA,12,17,10,20
NA,NA,NA,NA,NA,NA,NA
80.96,57.92,45.44,10,NA,10,20
NA,NA,NA,0,NA,10,13
64.04,48.92,57.87,9,NA,10,16
NA,NA,NA,4,NA,10,12
39.02,32,75.69,0,NA,10,7
NA,NA,NA,5,NA,10,6
53.96,50,86.41,0,NA,10,13
75.02,69.08,81.79,4,NA,3,15
46.04,39.92,79.07,3,NA,10,8
37.04,32,81.8,6,NA,10,8
77,69.1,76.62,3,NA,10,12
53.06,33.08,46.46,4,NA,10,20
69.8,44.6,NA,NA,NA,10,14
44.06,42.08,92.69,3,NA,5,7
71.96,68,87.35,8,NA,6,9
59,39.02,47.39,10,NA,10,19
50,42.8,76.18,9,NA,10,14
57.02,32,38.51,7,17,10,19
NA,NA,NA,7,NA,10,11
24.08,8.96,51.93,16,27,10,10
51.08,23,33.04,8,15,10,16
30.92,24.08,75.46,8,NA,10,11
57,32,38.54,15,NA,10,18
60.08,46.94,61.79,9,NA,10,15
53.06,37.04,54.38,0,NA,10,7
59,55.4,87.83,6,NA,10,13
NA,NA,NA,16,NA,10,20
NA,NA,NA,6,NA,10,17
89.06,60.98,39.08,14,NA,10,12
NA,NA,NA,5,NA,10,8
48.92,42.08,77.14,9,NA,10,12
48.02,44.96,89.08,12,NA,7,7
35.96,24.98,64.03,9,17,10,19
NA,NA,NA,0,NA,10,12
NA,NA,NA,0,NA,10,18
39.02,35.06,85.55,3,NA,10,10
NA,NA,NA,NA,NA,NA,NA
55.04,44.06,66.41,11,NA,10,17
32,30.02,92.29,5,NA,2.5,17
75.02,64.94,70.88,13,NA,10,12
55.04,35.96,48.47,0,NA,8,22
84.02,73.04,69.64,17,23,10,15
37.04,33.98,88.57,5,NA,8,5
NA,NA,NA,6,NA,9,20
48.02,21.02,34.06,3,NA,10,6
84.02,66.92,56.51,7,NA,10,20
NA,NA,NA,14,20,10,12
69.98,55.04,59.06,3,NA,10,11
73.04,73.04,100,0,NA,0,11
19.04,10.94,70.22,5,NA,10,10
46.04,14,27.11,0,NA,10,13
48.2,41,76.01,10,NA,10,8
53.06,37.04,54.38,6,NA,10,16
NA,NA,NA,7,NA,10,16
55.94,24.98,30.04,4,NA,10,14
55.94,48.02,74.67,6,NA,10,17
NA,NA,NA,NA,NA,NA,NA
15.08,8.06,73.24,12,NA,10,11
24.8,21.2,85.96,6,NA,0.5,16
37.94,33.08,82.46,0,NA,10,12
73.94,69.98,87.45,6,NA,8,13
NA,NA,NA,8,NA,8,13
55.04,42.98,63.72,0,NA,10,10
86,66.92,53.03,5,NA,10,22
NA,NA,NA,8,NA,10,7
64.04,33.98,32.49,8,NA,10,21
69.98,66.92,90.02,0,NA,10,8
NA,NA,NA,6,NA,10,11
-0.94,-7.06,74.61,4,NA,10,15
55.04,42.08,61.56,6,NA,10,16
NA,NA,NA,NA,NA,10,21
33.98,24.08,66.72,11,NA,10,13
NA,NA,NA,8,NA,1.5,21
82.94,50,31.89,7,NA,10,20
42.08,8.96,25.22,18,24,10,19
91.04,55.94,30.65,3,NA,10,9
48.92,46.04,89.73,4,NA,5,18
NA,NA,NA,3,NA,10,17
NA,NA,NA,3,NA,10,7
35.96,33.08,89.16,16,NA,7,6
78.98,51.98,39.05,0,NA,10,21
NA,NA,NA,11,NA,10,18
89.96,66.02,45.34,0,NA,10,18
73.94,55.04,51.65,7,NA,10,20
NA,NA,NA,NA,NA,10,17
69.08,21.92,16.63,7,NA,10,17
60.98,24.98,25.07,11,21,10,21
35.96,30.92,81.72,0,NA,10,6
64.04,57.02,77.92,5,NA,9,18
NA,NA,NA,11,NA,4,15
NA,NA,NA,4,NA,9,9
NA,NA,NA,3,NA,10,18
77,66.2,69.33,5,NA,10,11
35.6,33.8,93.08,7,NA,7,6
62.06,46.04,55.68,7,NA,10,7
98.96,53.96,22.34,10,16,10,1
77,69.98,78.96,9,NA,10,10
71.06,48.02,43.92,11,NA,10,21
66.92,55.94,67.79,9,NA,10,6
57.02,44.96,63.97,5,NA,10,6
89.96,69.08,50.39,3,NA,10,19
NA,NA,NA,13,16,10,20
77,69.98,78.96,7,NA,10,13
66.92,44.06,43.57,8,15,10,17
80.96,69.98,69.32,7,NA,10,14
30.92,3.02,29.9,13,21,10,19
NA,NA,NA,NA,NA,NA,NA
69.08,55.94,62.93,6,NA,10,6
69.98,64.04,81.44,8,NA,10,10
48.92,42.08,77.14,7,NA,7,14
19.94,10.94,67.58,20,NA,10,10
42.8,35.6,75.5,3,NA,10,7
78.98,57.92,48.48,9,NA,10,21
53.06,44.06,71.4,5,NA,10,15
57.02,39.02,50.88,7,16,10,18
17.96,3.92,53.54,11,NA,10,11
NA,NA,NA,NA,NA,NA,NA
77,44.6,31.62,5,NA,10,14
62.06,50,64.59,28,35,10,20
51.98,44.06,74.29,18,NA,10,9
62.96,50,62.58,12,NA,10,18
64.94,57.92,77.99,3,NA,6,14
37.94,21.92,52.09,6,NA,10,10
73.04,37.94,27.9,5,NA,10,11
NA,NA,NA,7,NA,10,13
98.06,51.08,20.65,0,NA,10,20
71.96,32,22.85,3,NA,10,9
NA,NA,NA,8,NA,10,16
50,30.02,45.97,10,NA,10,13
69.08,68,96.36,4,NA,8,9
NA,NA,NA,NA,NA,10,21
35.06,30.92,84.69,8,NA,3,22
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,4,NA,10,12
62.06,37.04,39.33,8,NA,10,15
60.98,57.02,86.79,12,NA,10,20
48.92,42.98,79.86,14,NA,9,14
80.06,62.96,55.97,5,NA,10,12
30.92,21.92,68.92,14,22,10,14
71.06,53.06,52.95,5,NA,10,14
NA,NA,NA,5,NA,10,20
21.02,-2.92,34.11,18,29,10,17
62.06,53.06,72.33,4,NA,10,14
NA,NA,NA,0,NA,9,10
68,44.6,42.85,3,NA,10,18
NA,NA,NA,7,NA,10,17
66.92,64.94,93.35,4,NA,10,13
51.08,37.94,60.6,6,NA,10,8
80.06,50,35.03,10,NA,10,22
NA,NA,NA,0,NA,0.25,9
NA,NA,NA,8,NA,10,16
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
35.06,24.08,63.91,19,23,10,13
69.98,66.02,87.26,4,NA,9,11
19.94,8.96,61.85,8,NA,10,21
84.02,66.02,54.77,9,NA,10,17
NA,NA,NA,7,NA,10,14
46.04,42.08,85.97,6,NA,6,16
62.06,57.02,83.54,4,NA,10,8
24.98,21.02,84.67,9,NA,5,12
NA,NA,NA,9,NA,10,8
68,48.02,48.77,14,NA,10,17
NA,NA,NA,2,NA,10,16
24.8,19.4,79.62,12,NA,10,10
66.92,60.98,81.22,4,NA,10,9
62.06,21.92,21.22,4,NA,10,11
73.94,64.04,71.22,14,19,10,6
73.94,59,59.58,6,NA,10,14
78.98,75.92,90.37,0,NA,10,7
51.98,44.06,74.29,6,NA,9,19
NA,NA,NA,7,NA,10,18
59,57.02,93.13,5,NA,5,9
37.94,28.94,69.73,3,NA,10,8
33.98,30.92,88.42,13,NA,8,15
35.96,15.08,41.99,6,NA,10,18
NA,NA,NA,0,NA,8,12
87.08,35.06,15.72,14,25,10,21
45,14,28.2,7,NA,10,17
19.4,8.6,62.28,9,NA,10,19
80.06,68,66.7,10,NA,10,18
17.06,12.02,80.22,6,NA,10,7
NA,NA,NA,NA,NA,NA,NA
62.06,57.02,83.54,0,NA,7,11
50,26.06,39.07,8,NA,10,24
37.04,21.02,51.95,9,NA,10,6
80.06,69.08,69.23,6,NA,NA,7
75.92,51.98,43.21,14,20,10,19
73.94,15.08,10.51,4,NA,10,17
NA,NA,NA,7,NA,9,17
89.96,69.08,50.39,3,NA,10,17
NA,NA,NA,5,NA,10,16
84.92,69.08,59.14,15,NA,10,20
NA,NA,NA,13,NA,4,7
NA,NA,NA,6,NA,10,20
68,46.94,46.83,12,NA,10,14
NA,NA,NA,2,NA,10,15
50,30.92,47.68,7,NA,10,15
64.04,50,60.25,4,NA,10,20
80.06,23,12.05,8,NA,10,10
69.98,53.06,54.94,13,20,10,9
75.02,62.06,64.07,7,NA,10,17
75.02,71.96,90.22,6,NA,6,7
66.92,35.96,31.8,7,NA,10,6
NA,NA,NA,11,NA,2.5,18
57.02,53.96,89.48,0,NA,10,13
69.98,57.02,63.45,3,NA,10,10
30.02,24.08,78.27,5,NA,10,14
75.92,44.96,33.22,17,23,10,19
64.04,35.96,35.15,0,NA,10,10
69.8,66.2,88.34,4,NA,7,11
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,10,NA,10,21
66.92,19.04,15.85,7,NA,10,1
80.96,39.92,23.18,6,NA,10,21
55.04,46.94,74.08,5,NA,10,13
